('2018-04-03 09:18:27.802134', '2018-04-03 09:33:52.182120', 1522761507802133504, 1522762432182119680, 2.0993084876747505, 2246, 1.0, 88, 125)
('2018-04-03 09:33:52.182120', '2018-04-03 09:50:41.822087', 1522762432182119680, 1522763441822087168, 2.3705624686040547, 1469, 1.0, 65, 104)
('2018-04-03 09:50:41.822087', '2018-04-03 10:06:52.172070', 1522763441822087168, 1522764412172070400, 2.2872235464284096, 1339, 1.0, 49, 58)
('2018-04-03 10:06:52.172070', '2018-04-03 10:22:56.882044', 1522764412172070400, 1522765376882043904, 2.0929400721843803, 2324, 1.0, 82, 115)
('2018-04-03 10:22:56.882044', '2018-04-03 10:38:04.262022', 1522765376882043904, 1522766284262022144, 2.616239304009257, 1529, 1.0, 77, 95)
('2018-04-03 10:38:04.262022', '2018-04-03 10:53:09.112002', 1522766284262022144, 1522767189112001536, 2.832478656149343, 1324, 1.0, 105, 153)
('2018-04-03 10:53:09.112002', '2018-04-03 11:08:22.471987', 1522767189112001536, 1522768102471986944, 3.189361916280319, 1585, 1.0, 135, 170)
('2018-04-03 11:08:22.471987', '2018-04-03 11:23:30.151963', 1522768102471986944, 1522769010151962624, 2.1267496539700415, 2480, 1.0, 92, 153)
('2018-04-03 11:23:30.151963', '2018-04-03 11:38:36.571944', 1522769010151962624, 1522769916571944448, 2.5037878637371036, 1334, 1.0, 69, 93)
('2018-04-03 11:38:36.571944', '2018-04-03 11:54:33.731921', 1522769916571944448, 1522770873731921152, 2.834507689274629, 1397, 1.0, 106, 137)
('2018-04-03 11:54:33.731921', '2018-04-03 12:10:52.921898', 1522770873731921152, 1522771852921898240, 2.6161314245825507, 1484, 1.0, 110, 154)
('2018-04-03 12:10:52.921898', '2018-04-03 12:26:01.481878', 1522771852921898240, 1522772761481878016, 2.2541825998439182, 2698, 1.0, 127, 240)
('2018-04-03 12:26:01.481878', '2018-04-03 12:42:05.851860', 1522772761481878016, 1522773725851859712, 2.3105124787650864, 1355, 1.0, 64, 98)
('2018-04-03 12:42:05.851860', '2018-04-03 12:57:16.391838', 1522773725851859712, 1522774636391837696, 2.3777120118624313, 1362, 1.0, 71, 109)
('2018-04-03 12:57:16.391838', '2018-04-03 13:12:20.341817', 1522774636391837696, 1522775540341816576, 3.0204915621550334, 1114, 1.0, 97, 118)
('2018-04-03 13:12:20.341817', '2018-04-03 13:27:31.681797', 1522775540341816576, 1522776451681797376, 2.5409455582596054, 2778, 1.0, 124, 201)
('2018-04-03 13:27:31.681797', '2018-04-03 13:43:39.951778', 1522776451681797376, 1522777419951777536, 3.5210102413173763, 1023, 1.0, 90, 104)
('2018-04-03 13:43:39.951778', '2018-04-03 13:58:47.621755', 1522777419951777536, 1522778327621755392, 2.403833328617329, 1293, 1.0, 66, 98)
('2018-04-03 13:58:47.621755', '2018-04-03 14:14:20.321742', 1522778327621755392, 1522779260321741824, 3.6120622997170155, 1844, 1.0, 252, 252)
('2018-04-03 14:14:20.321742', '2018-04-03 14:30:00.651725', 1522779260321741824, 1522780200651725312, 2.1532155925494325, 2611, 1.0, 91, 153)
('2018-04-03 14:30:00.651725', '2018-04-03 14:45:00.861692', 1522780200651725312, 1522781100861691904, 2.6199895912334425, 1442, 1.0, 78, 100)
('2018-04-03 14:45:00.861692', '2018-04-03 15:01:15.111670', 1522781100861691904, 1522782075111670016, 3.628512708346049, 750, 1.0, 65, 69)
('2018-04-03 15:01:15.111670', '2018-04-03 15:16:23.981649', 1522782075111670016, 1522782983981648896, 2.3825758128389984, 1385, 1.0, 61, 91)
('2018-04-03 15:16:23.981649', '2018-04-03 15:32:34.221631', 1522782983981648896, 1522783954221631232, 2.402733856795843, 2861, 1.0, 145, 240)
('2018-04-03 15:32:34.221631', '2018-04-03 15:48:39.081609', 1522783954221631232, 1522784919081609472, 2.3040111502690346, 1288, 1.0, 52, 71)
('2018-04-03 15:48:39.081609', '2018-04-03 16:04:50.021586', 1522784919081609472, 1522785890021586176, 2.591627791903723, 1334, 1.0, 80, 109)
('2018-04-03 16:04:50.021586', '2018-04-03 16:19:53.451574', 1522785890021586176, 1522786793451573504, 3.440600355622342, 2036, 1.0, 302, 308)
('2018-04-03 16:19:53.451574', '2018-04-03 16:35:05.121546', 1522786793451573504, 1522787705121545728, 2.7187702816545625, 1231, 1.0, 103, 151)
('2018-04-03 16:35:05.121546', '2018-04-03 16:50:19.611534', 1522787705121545728, 1522788619611533824, 2.301039745645284, 1395, 1.0, 52, 72)
('2018-04-03 16:50:19.611534', '2018-04-03 17:05:20.121505', 1522788619611533824, 1522789520121505024, 3.1012122057871534, 1148, 1.0, 95, 115)
('2018-04-03 17:05:20.121505', '2018-04-03 17:20:27.541486', 1522789520121505024, 1522790427541485568, 2.067771205023343, 2024, 1.0, 65, 83)
('2018-04-03 17:20:27.541486', '2018-04-03 17:36:35.351468', 1522790427541485568, 1522791395351467776, 1.9420904945384232, 6776, 1.0, 1798, 1911)
('2018-04-03 17:36:35.351468', '2018-04-03 17:51:43.161442', 1522791395351467776, 1522792303161442048, 2.242118360405391, 1263, 1.0, 43, 48)
('2018-04-03 17:51:43.161442', '2018-04-03 18:07:48.711422', 1522792303161442048, 1522793268711422208, 2.870371013418122, 1162, 1.0, 93, 123)
('2018-04-03 18:07:48.711422', '2018-04-03 18:23:56.701399', 1522793268711422208, 1522794236701398784, 2.437874179329329, 2713, 1.0, 112, 178)
('2018-04-03 18:23:56.701399', '2018-04-03 18:40:05.281378', 1522794236701398784, 1522795205281378048, 2.3087205551090313, 1335, 1.0, 53, 68)
('2018-04-03 18:40:05.281378', '2018-04-03 18:55:13.631358', 1522795205281378048, 1522796113631357952, 2.2923149500746987, 1184, 1.0, 41, 46)
('2018-04-03 18:55:13.631358', '2018-04-03 19:11:19.271336', 1522796113631357952, 1522797079271336448, 2.315072392939814, 1348, 1.0, 60, 80)
('2018-04-03 19:11:19.271336', '2018-04-03 19:27:28.951317', 1522797079271336448, 1522798048951316736, 2.0644110355690417, 2314, 1.0, 76, 108)
('2018-04-03 19:27:28.951317', '2018-04-03 19:43:37.151291', 1522798048951316736, 1522799017151290624, 2.3032881915352563, 1375, 1.0, 56, 75)
('2018-04-03 19:43:37.151291', '2018-04-03 19:58:44.441280', 1522799017151290624, 1522799924441279744, 2.320105942373244, 1208, 1.0, 40, 44)
('2018-04-03 19:58:44.441280', '2018-04-03 20:14:51.231248', 1522799924441279744, 1522800891231247872, 2.33824443142878, 1326, 1.0, 64, 90)
('2018-04-03 20:14:51.231248', '2018-04-03 20:29:59.971228', 1522800891231247872, 1522801799971228160, 2.0666400054264766, 2045, 1.0, 66, 84)
('2018-04-03 20:29:59.971228', '2018-04-03 20:46:07.801208', 1522801799971228160, 1522802767801208320, 2.3066444046256707, 1397, 1.0, 52, 69)
('2018-04-03 20:46:07.801208', '2018-04-03 21:02:12.641185', 1522802767801208320, 1522803732641185024, 2.311042254033206, 1382, 1.0, 60, 82)
('2018-04-03 21:02:12.641185', '2018-04-03 21:17:23.161167', 1522803732641185024, 1522804643161167360, 2.2805887194589953, 1205, 1.0, 47, 55)
('2018-04-03 21:17:23.161167', '2018-04-03 21:33:00.081145', 1522804643161167360, 1522805580081145088, 2.1236048425648537, 2283, 1.0, 90, 130)
('2018-04-03 21:33:00.081145', '2018-04-03 21:49:35.501124', 1522805580081145088, 1522806575501124096, 2.3099616701178647, 1343, 1.0, 53, 68)
('2018-04-03 21:49:35.501124', '2018-04-03 22:04:46.871103', 1522806575501124096, 1522807486871102720, 2.311064455496941, 1363, 1.0, 61, 83)
('2018-04-03 22:04:46.871103', '2018-04-03 22:19:54.151081', 1522807486871102720, 1522808394151081472, 2.072471355664338, 2130, 1.0, 77, 108)
('2018-04-03 22:19:54.151081', '2018-04-03 22:35:00.301064', 1522808394151081472, 1522809300301063680, 2.2770826659275465, 1243, 1.0, 44, 50)
('2018-04-03 22:35:00.301064', '2018-04-03 22:51:09.961039', 1522809300301063680, 1522810269961039104, 2.3020891292632415, 1358, 1.0, 51, 67)
('2018-04-03 22:51:09.961039', '2018-04-03 23:06:16.061039', 1522810269961039104, 1522811176061038592, 2.9030110822284922, 8500, 1.0, 1732, 1732)
('2018-04-03 23:06:16.061039', '2018-04-03 23:21:25.020999', 1522811176061038592, 1522812085020999424, 3.832724137023804, 1756, 1.0, 441, 433)
('2018-04-03 23:21:25.020999', '2018-04-03 23:36:32.920981', 1522812085020999424, 1522812992920980736, 2.2761202784155823, 1369, 1.0, 55, 73)
('2018-04-03 23:36:32.920981', '2018-04-03 23:52:40.360959', 1522812992920980736, 1522813960360959232, 3.728637093627505, 8943, 1.0, 4454, 4479)
('2018-04-02 18:07:41.933351', '2018-04-02 18:23:52.893332', 1522706861933350912, 1522707832893332224, 2.13456093587418, 2252, 1.0, 147, 216)
('2018-04-02 18:23:52.893332', '2018-04-02 18:39:05.813316', 1522707832893332224, 1522708745813316352, 2.256116046486965, 1219, 1.0, 44, 54)
('2018-04-02 18:39:05.813316', '2018-04-02 18:55:00.023295', 1522708745813316352, 1522709700023294976, 2.2504313312781608, 1223, 1.0, 43, 50)
('2018-04-02 18:55:00.023295', '2018-04-02 19:10:00.033270', 1522709700023294976, 1522710600033270016, 2.288735651045349, 1212, 1.0, 42, 51)
('2018-04-02 19:10:00.033270', '2018-04-02 19:25:30.803248', 1522710600033270016, 1522711530803248128, 2.048025255288768, 2063, 1.0, 63, 82)
('2018-04-02 19:25:30.803248', '2018-04-02 19:40:44.033226', 1522711530803248128, 1522712444033225728, 2.263410654172157, 1236, 1.0, 42, 46)
('2018-04-02 19:40:44.033226', '2018-04-02 19:55:53.713212', 1522712444033225728, 1522713353713212160, 2.3119630165179905, 1195, 1.0, 42, 47)
('2018-04-02 19:55:53.713212', '2018-04-02 20:11:03.013189', 1522713353713212160, 1522714263013189376, 3.131762777466372, 581, 1.0, 45, 48)
('2018-04-02 20:11:03.013189', '2018-04-02 20:26:12.283170', 1522714263013189376, 1522715172283169792, 2.075074574047085, 2018, 1.0, 70, 96)
('2018-04-02 20:26:12.283170', '2018-04-02 20:42:21.373157', 1522715172283169792, 1522716141373156864, 2.274066917154173, 1208, 1.0, 43, 49)
('2018-04-02 20:42:21.373157', '2018-04-02 20:57:32.003124', 1522716141373156864, 1522717052003123968, 2.299004776038205, 1204, 1.0, 43, 50)
('2018-04-02 20:57:32.003124', '2018-04-02 21:12:41.253102', 1522717052003123968, 1522717961253102336, 2.2845032291230476, 1206, 1.0, 51, 62)
('2018-04-02 21:12:41.253102', '2018-04-02 21:27:50.353085', 1522717961253102336, 1522718870353085184, 2.0598457034963826, 2080, 1.0, 83, 105)
('2018-04-02 21:27:50.353085', '2018-04-02 21:42:59.613065', 1522718870353085184, 1522719779613064960, 2.266767524213207, 1225, 1.0, 44, 52)
('2018-04-02 21:42:59.613065', '2018-04-02 21:58:08.803048', 1522719779613064960, 1522720688803048448, 2.290739342716874, 1220, 1.0, 47, 58)
('2018-04-02 21:58:08.803048', '2018-04-02 22:13:18.103024', 1522720688803048448, 1522721598103024384, 2.2490208046255864, 1242, 1.0, 53, 65)
('2018-04-02 22:13:18.103024', '2018-04-02 22:29:28.093004', 1522721598103024384, 1522722568093003520, 2.0606398941814037, 2070, 1.0, 64, 82)
('2018-04-02 22:29:28.093004', '2018-04-02 22:44:37.462983', 1522722568093003520, 1522723477462982656, 2.2815260011053935, 1177, 1.0, 43, 52)
('2018-04-02 22:44:37.462983', '2018-04-02 23:00:00.022965', 1522723477462982656, 1522724400022964736, 1.8328446317133695, 5750, 1.0, 1716, 1740)
('2018-04-02 23:00:00.022965', '2018-04-02 23:15:55.252940', 1522724400022964736, 1522725355252940032, 3.34623033956081, 6725, 1.0, 1378, 1365)
('2018-04-02 23:15:55.252940', '2018-04-02 23:31:04.232920', 1522725355252940032, 1522726264232919808, 2.0548697505850035, 1985, 1.0, 65, 87)
('2018-04-02 23:31:04.232920', '2018-04-02 23:47:14.332896', 1522726264232919808, 1522727234332896256, 2.2628311767401517, 1350, 1.0, 48, 59)
('2018-04-03 00:00:00.002884', '2018-04-03 00:15:29.682868', 1522728000002884096, 1522728929682868480, 1.9251486925332446, 18234, 1.0, 10500, 10516)
('2018-04-03 00:15:29.682868', '2018-04-03 00:30:39.652840', 1522728929682868480, 1522729839652840192, 2.0805735554030997, 1996, 1.0, 64, 80)
('2018-04-03 00:30:39.652840', '2018-04-03 00:45:48.612821', 1522729839652840192, 1522730748612820736, 2.294024966601422, 1203, 1.0, 43, 52)
('2018-04-03 00:45:48.612821', '2018-04-03 01:00:57.722800', 1522730748612820736, 1522731657722800128, 2.300017717880841, 1199, 1.0, 48, 57)
('2018-04-03 01:00:57.722800', '2018-04-03 01:17:06.072776', 1522731657722800128, 1522732626072775936, 2.270120275632435, 1208, 1.0, 44, 57)
('2018-04-03 01:17:06.072776', '2018-04-03 01:32:16.902757', 1522732626072775936, 1522733536902757120, 2.0656741394133524, 2022, 1.0, 64, 84)
('2018-04-03 01:32:16.902757', '2018-04-03 01:47:26.372746', 1522733536902757120, 1522734446372745728, 2.2459616846701813, 1233, 1.0, 42, 49)
('2018-04-03 01:47:26.372746', '2018-04-03 02:02:35.472714', 1522734446372745728, 1522735355472713728, 2.264851915193539, 1224, 1.0, 49, 59)
('2018-04-03 02:02:35.472714', '2018-04-03 02:18:45.112694', 1522735355472713728, 1522736325112693504, 2.2827094326121578, 1212, 1.0, 41, 46)
('2018-04-03 02:18:45.112694', '2018-04-03 02:33:53.962678', 1522736325112693504, 1522737233962677504, 2.0850952739321342, 2032, 1.0, 63, 79)
('2018-04-03 02:33:53.962678', '2018-04-03 02:50:00.042653', 1522737233962677504, 1522738200042652672, 2.273562716253417, 1228, 1.0, 42, 46)
('2018-04-03 02:50:00.042653', '2018-04-03 03:06:13.172630', 1522738200042652672, 1522739173172630272, 2.2908457240518536, 1325, 1.0, 54, 70)
('2018-04-03 03:06:13.172630', '2018-04-03 03:21:22.182611', 1522739173172630272, 1522740082182610688, 2.058247559814043, 2046, 1.0, 84, 104)
('2018-04-03 03:21:22.182611', '2018-04-03 03:36:31.322590', 1522740082182610688, 1522740991322590464, 2.279146929133805, 1197, 1.0, 42, 46)
('2018-04-03 03:36:31.322590', '2018-04-03 03:52:39.762568', 1522740991322590464, 1522741959762567680, 2.256751452654576, 1239, 1.0, 42, 47)
('2018-04-03 03:52:39.762568', '2018-04-03 04:07:48.932554', 1522741959762567680, 1522742868932554496, 2.3095300472314064, 1189, 1.0, 48, 57)
('2018-04-03 04:07:48.932554', '2018-04-03 04:22:59.082526', 1522742868932554496, 1522743779082526208, 2.0841537589682937, 2052, 1.0, 62, 78)
('2018-04-03 04:22:59.082526', '2018-04-03 04:38:08.082506', 1522743779082526208, 1522744688082505728, 2.2854835149509456, 1224, 1.0, 47, 59)
('2018-04-03 04:38:08.082506', '2018-04-03 04:54:17.692485', 1522744688082505728, 1522745657692484864, 2.341750940825376, 1152, 1.0, 40, 44)
('2018-04-03 04:54:17.692485', '2018-04-03 05:09:26.152466', 1522745657692484864, 1522746566152465920, 2.267096513709897, 1221, 1.0, 50, 59)
('2018-04-03 05:09:26.152466', '2018-04-03 05:24:35.452450', 1522746566152465920, 1522747475452450304, 2.0690191802987896, 2033, 1.0, 62, 77)
('2018-04-03 05:24:35.452450', '2018-04-03 05:40:00.062424', 1522747475452450304, 1522748400062424064, 2.27454212879648, 1225, 1.0, 42, 47)
('2018-04-03 05:40:00.062424', '2018-04-03 05:55:53.762405', 1522748400062424064, 1522749353762405120, 2.285286211808919, 1203, 1.0, 41, 46)
('2018-04-03 05:55:53.762405', '2018-04-03 06:11:03.082383', 1522749353762405120, 1522750263082382592, 2.279563848382518, 1241, 1.0, 50, 60)
('2018-04-03 06:11:03.082383', '2018-04-03 06:26:13.602362', 1522750263082382592, 1522751173602362112, 2.0762063253119374, 2033, 1.0, 69, 91)
('2018-04-03 06:26:13.602362', '2018-04-03 06:42:20.762338', 1522751173602362112, 1522752140762338304, 2.275963690316323, 1212, 1.0, 43, 49)
('2018-04-03 06:42:20.762338', '2018-04-03 06:57:30.792323', 1522752140762338304, 1522753050792322560, 2.287313628256771, 1191, 1.0, 40, 44)
('2018-04-03 06:57:30.792323', '2018-04-03 07:12:40.092301', 1522753050792322560, 1522753960092301056, 2.28398700990236, 1233, 1.0, 49, 59)
('2018-04-03 07:12:40.092301', '2018-04-03 07:27:50.572278', 1522753960092301056, 1522754870572278272, 2.064486007384182, 1993, 1.0, 65, 82)
('2018-04-03 07:27:50.572278', '2018-04-03 07:44:00.032258', 1522754870572278272, 1522755840032258304, 2.2494171622142294, 1224, 1.0, 41, 48)
('2018-04-03 07:44:00.032258', '2018-04-03 07:59:09.032236', 1522755840032258304, 1522756749032235520, 2.2807125279590017, 1202, 1.0, 47, 55)
('2018-04-03 07:59:09.032236', '2018-04-03 08:14:17.872216', 1522756749032235520, 1522757657872216320, 2.3395737041211597, 1275, 1.0, 60, 82)
('2018-04-03 08:14:17.872216', '2018-04-03 08:30:26.562195', 1522757657872216320, 1522758626562195200, 2.2531947001359565, 2422, 1.0, 88, 132)
('2018-04-03 08:30:26.562195', '2018-04-03 08:46:20.122828', 1522758626562195200, 1522759580122828032, 2.9843383284956446, 1294, 1.0, 125, 157)
('2018-04-03 08:46:20.122828', '2018-04-03 09:02:20.242151', 1522759580122828032, 1522760540242151424, 2.6830619725314055, 990, 1.0, 54, 60)
('2018-04-03 09:02:20.242151', '2018-04-03 09:18:27.802134', 1522760540242151424, 1522761507802133504, 2.2314125611289506, 1273, 1.0, 43, 48)
('2018-04-03 09:18:27.802134', '2018-04-03 09:33:52.182120', 1522761507802133504, 1522762432182119680, 2.0993084876747505, 2246, 1.0, 88, 125)
('2018-04-03 09:33:52.182120', '2018-04-03 09:50:41.822087', 1522762432182119680, 1522763441822087168, 2.3705624686040547, 1469, 1.0, 65, 104)
('2018-04-03 09:50:41.822087', '2018-04-03 10:06:52.172070', 1522763441822087168, 1522764412172070400, 2.2872235464284096, 1339, 1.0, 49, 58)
('2018-04-03 10:06:52.172070', '2018-04-03 10:22:56.882044', 1522764412172070400, 1522765376882043904, 2.0929400721843803, 2324, 1.0, 82, 115)
('2018-04-03 10:22:56.882044', '2018-04-03 10:38:04.262022', 1522765376882043904, 1522766284262022144, 2.616239304009257, 1529, 1.0, 77, 95)
('2018-04-03 10:38:04.262022', '2018-04-03 10:53:09.112002', 1522766284262022144, 1522767189112001536, 2.832478656149343, 1324, 1.0, 105, 153)
('2018-04-03 10:53:09.112002', '2018-04-03 11:08:22.471987', 1522767189112001536, 1522768102471986944, 3.189361916280319, 1585, 1.0, 135, 170)
('2018-04-03 11:08:22.471987', '2018-04-03 11:23:30.151963', 1522768102471986944, 1522769010151962624, 2.1267496539700415, 2480, 1.0, 92, 153)
